Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,1,67,0
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,2,73,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,3,71,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,4,78,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,5,73,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,6,67,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,7,73,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,8,73,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,9,71,1
Chart,1,chart1_100_1_seed1_StmtDelete_601.patch,10,67,0
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,1,67,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,2,73,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,3,71,2
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,4,78,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,5,73,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,6,67,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,7,73,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,8,73,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,9,71,1
Chart,1,chart1_100_1_seed12_StmtReplace_601_152.patch,10,67,0
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,1,67,0
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,2,73,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,3,71,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,4,78,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,5,73,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,6,67,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,7,73,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,8,73,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,9,71,1
Chart,1,chart1_100_1_seed16_StmtReplace_601_3.patch,10,67,0
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,1,67,0
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,2,73,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,3,71,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,4,78,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,5,73,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,6,67,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,7,73,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,8,73,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,9,71,1
Chart,1,chart1_100_1_seed17_StmtReplace_603_3.patch,10,67,0
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,1,67,0
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,2,73,1
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,3,71,2
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,4,78,1
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,5,73,1
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,6,67,1
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,7,73,1
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,8,73,1
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,9,71,1
Chart,1,chart1_100_1_seed18_StmtReplace_603_154.patch,10,67,0
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,1,67,0
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,2,73,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,3,71,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,4,78,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,5,73,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,6,67,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,7,73,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,8,73,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,9,71,1
Chart,1,chart1_100_1_seed2_StmtDelete_602.patch,10,67,0
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,1,67,0
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,2,73,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,3,71,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,4,78,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,5,73,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,6,67,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,7,73,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,8,73,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,9,71,1
Chart,1,chart1_100_1_seed3_StmtDelete_603.patch,10,67,0
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,1,67,0
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,2,73,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,3,71,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,4,78,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,5,73,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,6,67,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,7,73,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,8,73,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,9,71,1
Chart,1,chart1_100_2_seed1_StmtDelete_601.patch,10,67,0
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,1,67,0
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,2,73,1
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,3,71,1
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,4,78,1
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,5,73,1
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,6,67,1
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,7,73,1
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,8,73,2
Chart,1,chart1_100_2_seed12_StmtReplace_602_6.patch,9,71,1
