Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Chart,1,chart1_100_1_0.patch,1,88,0
Chart,1,chart1_100_1_0.patch,2,85,0
Chart,1,chart1_100_1_0.patch,3,73,0
Chart,1,chart1_100_1_0.patch,4,82,0
Chart,1,chart1_100_1_0.patch,5,76,0
Chart,1,chart1_100_1_0.patch,6,83,0
Chart,1,chart1_100_1_0.patch,7,82,0
Chart,1,chart1_100_1_0.patch,8,69,0
Chart,1,chart1_100_1_0.patch,9,79,0
Chart,1,chart1_100_1_0.patch,10,77,0
Chart,1,chart1_100_2_0.patch,1,88,0
Chart,1,chart1_100_2_0.patch,2,85,0
Chart,1,chart1_100_2_0.patch,3,73,0
Chart,1,chart1_100_2_0.patch,4,82,0
Chart,1,chart1_100_2_0.patch,5,76,0
Chart,1,chart1_100_2_0.patch,6,83,0
Chart,1,chart1_100_2_0.patch,7,82,0
Chart,1,chart1_100_2_0.patch,8,69,0
Chart,1,chart1_100_2_0.patch,9,79,0
Chart,1,chart1_100_2_0.patch,10,77,0
Chart,1,chart1_100_3_0.patch,1,88,0
Chart,1,chart1_100_3_0.patch,2,85,0
Chart,1,chart1_100_3_0.patch,3,73,0
Chart,1,chart1_100_3_0.patch,4,82,0
Chart,1,chart1_100_3_0.patch,5,76,0
Chart,1,chart1_100_3_0.patch,6,83,0
Chart,1,chart1_100_3_0.patch,7,82,0
Chart,1,chart1_100_3_0.patch,8,69,0
Chart,1,chart1_100_3_0.patch,9,79,0
Chart,1,chart1_100_3_0.patch,10,77,0
Chart,1,chart1_100_5_0.patch,1,88,0
Chart,1,chart1_100_5_0.patch,2,85,0
Chart,1,chart1_100_5_0.patch,3,73,0
Chart,1,chart1_100_5_0.patch,4,82,0
Chart,1,chart1_100_5_0.patch,5,76,0
Chart,1,chart1_100_5_0.patch,6,83,0
Chart,1,chart1_100_5_0.patch,7,82,0
Chart,1,chart1_100_5_0.patch,8,69,0
Chart,1,chart1_100_5_0.patch,9,79,0
Chart,1,chart1_100_5_0.patch,10,77,0
Chart,1,chart1_20_1_0.patch,1,88,0
Chart,1,chart1_20_1_0.patch,2,85,0
Chart,1,chart1_20_1_0.patch,3,73,0
Chart,1,chart1_20_1_0.patch,4,82,0
Chart,1,chart1_20_1_0.patch,5,76,0
Chart,1,chart1_20_1_0.patch,6,83,0
Chart,1,chart1_20_1_0.patch,7,82,0
Chart,1,chart1_20_1_0.patch,8,69,0
Chart,1,chart1_20_1_0.patch,9,79,0
Chart,1,chart1_20_1_0.patch,10,77,0
Chart,1,chart1_20_2_0.patch,1,88,0
Chart,1,chart1_20_2_0.patch,2,85,0
Chart,1,chart1_20_2_0.patch,3,73,0
Chart,1,chart1_20_2_0.patch,4,82,0
Chart,1,chart1_20_2_0.patch,5,76,0
Chart,1,chart1_20_2_0.patch,6,83,0
Chart,1,chart1_20_2_0.patch,7,82,0
Chart,1,chart1_20_2_0.patch,8,69,0
Chart,1,chart1_20_2_0.patch,9,79,0
Chart,1,chart1_20_2_0.patch,10,77,0
Chart,1,chart1_20_3_0.patch,1,88,0
Chart,1,chart1_20_3_0.patch,2,85,0
Chart,1,chart1_20_3_0.patch,3,73,0
Chart,1,chart1_20_3_0.patch,4,82,0
Chart,1,chart1_20_3_0.patch,5,76,0
Chart,1,chart1_20_3_0.patch,6,83,0
Chart,1,chart1_20_3_0.patch,7,82,0
Chart,1,chart1_20_3_0.patch,8,69,0
Chart,1,chart1_20_3_0.patch,9,79,0
Chart,1,chart1_20_3_0.patch,10,77,0
Chart,1,chart1_20_4_0.patch,1,88,0
Chart,1,chart1_20_4_0.patch,2,85,0
Chart,1,chart1_20_4_0.patch,3,73,0
Chart,1,chart1_20_4_0.patch,4,82,0
Chart,1,chart1_20_4_0.patch,5,76,0
Chart,1,chart1_20_4_0.patch,6,83,0
Chart,1,chart1_20_4_0.patch,7,82,0
Chart,1,chart1_20_4_0.patch,8,69,0
Chart,1,chart1_20_4_0.patch,9,79,0
Chart,1,chart1_20_4_0.patch,10,77,0
Chart,1,chart1_20_5_0.patch,1,88,0
Chart,1,chart1_20_5_0.patch,2,85,0
Chart,1,chart1_20_5_0.patch,3,73,0
Chart,1,chart1_20_5_0.patch,4,82,0
Chart,1,chart1_20_5_0.patch,5,76,0
Chart,1,chart1_20_5_0.patch,6,83,0
Chart,1,chart1_20_5_0.patch,7,82,0
Chart,1,chart1_20_5_0.patch,8,69,0
Chart,1,chart1_20_5_0.patch,9,79,0
Chart,1,chart1_20_5_0.patch,10,77,0
Chart,1,chart1_40_1_0.patch,1,88,0
Chart,1,chart1_40_1_0.patch,2,85,0
Chart,1,chart1_40_1_0.patch,3,73,0
Chart,1,chart1_40_1_0.patch,4,82,0
Chart,1,chart1_40_1_0.patch,5,76,0
Chart,1,chart1_40_1_0.patch,6,83,0
Chart,1,chart1_40_1_0.patch,7,82,0
Chart,1,chart1_40_1_0.patch,8,69,0
Chart,1,chart1_40_1_0.patch,9,79,0
Chart,1,chart1_40_1_0.patch,10,77,0
Chart,1,chart1_40_2_0.patch,1,88,0
Chart,1,chart1_40_2_0.patch,2,85,0
Chart,1,chart1_40_2_0.patch,3,73,0
Chart,1,chart1_40_2_0.patch,4,82,0
Chart,1,chart1_40_2_0.patch,5,76,0
Chart,1,chart1_40_2_0.patch,6,83,0
Chart,1,chart1_40_2_0.patch,7,82,0
Chart,1,chart1_40_2_0.patch,8,69,0
Chart,1,chart1_40_2_0.patch,9,79,0
Chart,1,chart1_40_2_0.patch,10,77,0
Chart,1,chart1_40_3_0.patch,1,88,0
Chart,1,chart1_40_3_0.patch,2,85,0
Chart,1,chart1_40_3_0.patch,3,73,0
Chart,1,chart1_40_3_0.patch,4,82,0
Chart,1,chart1_40_3_0.patch,5,76,0
Chart,1,chart1_40_3_0.patch,6,83,0
Chart,1,chart1_40_3_0.patch,7,82,0
Chart,1,chart1_40_3_0.patch,8,69,0
Chart,1,chart1_40_3_0.patch,9,79,0
Chart,1,chart1_40_3_0.patch,10,77,0
Chart,1,chart1_40_4_0.patch,1,88,0
Chart,1,chart1_40_4_0.patch,2,85,0
Chart,1,chart1_40_4_0.patch,3,73,0
Chart,1,chart1_40_4_0.patch,4,82,0
Chart,1,chart1_40_4_0.patch,5,76,0
Chart,1,chart1_40_4_0.patch,6,83,0
Chart,1,chart1_40_4_0.patch,7,82,0
Chart,1,chart1_40_4_0.patch,8,69,0
Chart,1,chart1_40_4_0.patch,9,79,0
Chart,1,chart1_40_4_0.patch,10,77,0
Chart,1,chart1_40_5_0.patch,1,88,0
Chart,1,chart1_40_5_0.patch,2,85,0
Chart,1,chart1_40_5_0.patch,3,73,0
Chart,1,chart1_40_5_0.patch,4,82,0
Chart,1,chart1_40_5_0.patch,5,76,0
Chart,1,chart1_40_5_0.patch,6,83,0
Chart,1,chart1_40_5_0.patch,7,82,0
Chart,1,chart1_40_5_0.patch,8,69,0
Chart,1,chart1_40_5_0.patch,9,79,0
Chart,1,chart1_40_5_0.patch,10,77,0
Chart,1,chart1_60_1_0.patch,1,88,0
Chart,1,chart1_60_1_0.patch,2,85,0
Chart,1,chart1_60_1_0.patch,3,73,0
Chart,1,chart1_60_1_0.patch,4,82,0
Chart,1,chart1_60_1_0.patch,5,76,0
Chart,1,chart1_60_1_0.patch,6,83,0
Chart,1,chart1_60_1_0.patch,7,82,0
Chart,1,chart1_60_1_0.patch,8,69,0
Chart,1,chart1_60_1_0.patch,9,79,0
Chart,1,chart1_60_1_0.patch,10,77,0
Chart,1,chart1_60_2_0.patch,1,88,0
Chart,1,chart1_60_2_0.patch,2,85,0
Chart,1,chart1_60_2_0.patch,3,73,0
Chart,1,chart1_60_2_0.patch,4,82,0
Chart,1,chart1_60_2_0.patch,5,76,0
Chart,1,chart1_60_2_0.patch,6,83,0
Chart,1,chart1_60_2_0.patch,7,82,0
Chart,1,chart1_60_2_0.patch,8,69,0
Chart,1,chart1_60_2_0.patch,9,79,0
Chart,1,chart1_60_2_0.patch,10,77,0
Chart,1,chart1_60_3_0.patch,1,88,0
Chart,1,chart1_60_3_0.patch,2,85,0
