Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,1,67,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,2,73,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,3,71,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,4,78,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,5,73,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,6,67,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,7,73,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,8,73,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,9,71,1
Chart,1,chart1_100_1_seed6_ExpressionReplace_601.patch,10,67,0
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,1,67,0
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,2,73,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,3,71,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,4,78,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,5,73,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,6,67,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,7,73,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,8,73,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,9,71,1
Chart,1,chart1_100_2_seed2_ExpressionReplace_601.patch,10,67,0
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,1,67,0
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,2,73,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,3,71,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,4,78,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,5,73,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,6,67,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,7,73,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,8,73,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,9,71,1
Chart,1,chart1_100_3_seed1_ExpressionReplace_601.patch,10,67,0
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,1,67,0
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,2,73,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,3,71,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,4,78,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,5,73,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,6,67,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,7,73,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,8,73,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,9,71,1
Chart,1,chart1_100_3_seed4_ExpressionAdd_601.patch,10,67,0
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,1,67,0
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,2,73,1
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,3,71,1
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,4,78,1
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,5,73,1
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,6,67,1
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,7,73,1
Chart,1,chart1_100_4_seed1_ExpressionReplace_601.patch,8,73,1
