Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Chart,1,chart1_0.patch,1,88,0
Chart,1,chart1_0.patch,2,85,1
Chart,1,chart1_0.patch,3,73,0
Chart,1,chart1_0.patch,4,82,0
Chart,1,chart1_0.patch,5,76,0
Chart,1,chart1_0.patch,6,83,0
Chart,1,chart1_0.patch,7,82,0
Chart,1,chart1_0.patch,8,69,0
Chart,1,chart1_0.patch,9,79,0
Chart,1,chart1_0.patch,10,77,0
Chart,12,chart12_0.patch,1,25,0
Chart,12,chart12_0.patch,2,27,0
Chart,12,chart12_0.patch,3,30,0
Chart,12,chart12_0.patch,4,25,0
Chart,12,chart12_0.patch,5,31,0
Chart,12,chart12_0.patch,6,29,0
Chart,12,chart12_0.patch,7,27,0
Chart,12,chart12_0.patch,8,27,0
Chart,12,chart12_0.patch,9,29,0
Chart,12,chart12_0.patch,10,29,0
Chart,18,chart18_0.patch,1,50,3
Chart,18,chart18_0.patch,2,49,3
Chart,18,chart18_0.patch,3,47,3
Chart,18,chart18_0.patch,4,52,3
Chart,18,chart18_0.patch,5,49,3
Chart,18,chart18_0.patch,6,49,3
Chart,18,chart18_0.patch,7,53,3
Chart,18,chart18_0.patch,8,47,3
Chart,18,chart18_0.patch,9,51,3
Chart,18,chart18_0.patch,10,54,3
Chart,20,chart20_0.patch,1,6,0
Chart,20,chart20_0.patch,2,6,0
Chart,20,chart20_0.patch,3,7,0
Chart,20,chart20_0.patch,4,6,0
Chart,20,chart20_0.patch,5,5,0
Chart,20,chart20_0.patch,6,6,0
Chart,20,chart20_0.patch,7,7,0
Chart,20,chart20_0.patch,8,5,0
Chart,20,chart20_0.patch,9,6,0
Chart,20,chart20_0.patch,10,8,0
Chart,22,chart22_11.patch,1,24,5
Chart,22,chart22_11.patch,2,24,3
Chart,22,chart22_11.patch,3,22,6
Chart,22,chart22_11.patch,4,24,4
Chart,22,chart22_11.patch,5,23,5
Chart,22,chart22_11.patch,6,22,4
Chart,22,chart22_11.patch,7,25,4
Chart,22,chart22_11.patch,8,24,5
Chart,22,chart22_11.patch,9,24,4
Chart,22,chart22_11.patch,10,23,4
Chart,22,chart22_5.patch,1,24,5
Chart,22,chart22_5.patch,2,24,6
Chart,22,chart22_5.patch,3,22,6
Chart,22,chart22_5.patch,4,24,6
Chart,22,chart22_5.patch,5,23,6
Chart,22,chart22_5.patch,6,22,6
Chart,22,chart22_5.patch,7,25,3
Chart,22,chart22_5.patch,8,24,6
Chart,22,chart22_5.patch,9,24,7
Chart,22,chart22_5.patch,10,23,6
Chart,25,chart25_0.patch,1,10,0
Chart,25,chart25_0.patch,2,27,6
Chart,25,chart25_0.patch,3,21,4
Chart,25,chart25_0.patch,4,10,0
Chart,25,chart25_0.patch,5,26,17
Chart,25,chart25_0.patch,6,18,4
Chart,25,chart25_0.patch,7,10,0
Chart,25,chart25_0.patch,8,13,2
