Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Chart,13,chart13_Seed10_d_227.patch,1,28,0
Chart,13,chart13_Seed10_d_227.patch,2,28,0
Chart,13,chart13_Seed10_d_227.patch,3,28,0
Chart,13,chart13_Seed10_d_227.patch,4,28,0
Chart,13,chart13_Seed10_d_227.patch,5,28,0
Chart,13,chart13_Seed10_d_227.patch,6,28,0
Chart,13,chart13_Seed10_d_227.patch,7,29,1
Chart,13,chart13_Seed10_d_227.patch,8,29,0
Chart,13,chart13_Seed10_d_227.patch,9,28,1
Chart,13,chart13_Seed10_d_227.patch,10,29,0
Chart,13,chart13_Seed13_d_233.patch,1,28,1
Chart,13,chart13_Seed13_d_233.patch,2,28,1
Chart,13,chart13_Seed13_d_233.patch,3,28,1
Chart,13,chart13_Seed13_d_233.patch,4,28,1
Chart,13,chart13_Seed13_d_233.patch,5,28,0
Chart,13,chart13_Seed13_d_233.patch,6,28,0
Chart,13,chart13_Seed13_d_233.patch,7,29,0
Chart,13,chart13_Seed13_d_233.patch,8,29,1
Chart,13,chart13_Seed13_d_233.patch,9,28,0
Chart,13,chart13_Seed13_d_233.patch,10,29,0
Chart,13,chart13_Seed1_d_232.patch,1,28,1
Chart,13,chart13_Seed1_d_232.patch,2,28,1
Chart,13,chart13_Seed1_d_232.patch,3,28,1
Chart,13,chart13_Seed1_d_232.patch,4,28,1
Chart,13,chart13_Seed1_d_232.patch,5,28,0
Chart,13,chart13_Seed1_d_232.patch,6,28,0
Chart,13,chart13_Seed1_d_232.patch,7,29,0
Chart,13,chart13_Seed1_d_232.patch,8,29,1
Chart,13,chart13_Seed1_d_232.patch,9,28,0
Chart,13,chart13_Seed1_d_232.patch,10,29,0
Chart,13,chart13_Seed2_d_226.patch,1,28,0
Chart,13,chart13_Seed2_d_226.patch,2,28,0
Chart,13,chart13_Seed2_d_226.patch,3,28,0
Chart,13,chart13_Seed2_d_226.patch,4,28,0
Chart,13,chart13_Seed2_d_226.patch,5,28,0
Chart,13,chart13_Seed2_d_226.patch,6,28,0
Chart,13,chart13_Seed2_d_226.patch,7,29,1
Chart,13,chart13_Seed2_d_226.patch,8,29,0
Chart,13,chart13_Seed2_d_226.patch,9,28,1
Chart,13,chart13_Seed2_d_226.patch,10,29,0
Chart,13,chart13_Seed3_d_230.patch,1,28,0
Chart,13,chart13_Seed3_d_230.patch,2,28,0
Chart,13,chart13_Seed3_d_230.patch,3,28,0
Chart,13,chart13_Seed3_d_230.patch,4,28,0
Chart,13,chart13_Seed3_d_230.patch,5,28,0
Chart,13,chart13_Seed3_d_230.patch,6,28,0
Chart,13,chart13_Seed3_d_230.patch,7,29,0
Chart,13,chart13_Seed3_d_230.patch,8,29,0
Chart,13,chart13_Seed3_d_230.patch,9,28,0
Chart,13,chart13_Seed3_d_230.patch,10,29,0
