Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Chart,22,chart22_6_0_5.patch,1,22,3
Chart,22,chart22_6_0_5.patch,2,21,3
Chart,22,chart22_6_0_5.patch,3,22,3
Chart,22,chart22_6_0_5.patch,4,20,3
Chart,22,chart22_6_0_5.patch,5,22,4
Chart,22,chart22_6_0_5.patch,6,21,3
Chart,22,chart22_6_0_5.patch,7,23,3
Chart,22,chart22_6_0_5.patch,8,22,3
Chart,22,chart22_6_0_5.patch,9,20,4
Chart,22,chart22_6_0_5.patch,10,20,2
Chart,22,chart22_6_0_9.patch,1,22,4
Chart,22,chart22_6_0_9.patch,2,21,4
Chart,22,chart22_6_0_9.patch,3,22,4
Chart,22,chart22_6_0_9.patch,4,20,4
Chart,22,chart22_6_0_9.patch,5,22,5
Chart,22,chart22_6_0_9.patch,6,21,4
Chart,22,chart22_6_0_9.patch,7,23,5
Chart,22,chart22_6_0_9.patch,8,22,6
Chart,22,chart22_6_0_9.patch,9,20,4
Chart,22,chart22_6_0_9.patch,10,20,3
Closure,115,closure115_1_0_0.patch,1,10,0
Closure,115,closure115_1_0_0.patch,2,11,0
Closure,115,closure115_1_0_0.patch,3,10,0
Closure,115,closure115_1_0_0.patch,4,18,0
Closure,115,closure115_1_0_0.patch,5,11,0
Closure,115,closure115_1_0_0.patch,6,10,0
Closure,115,closure115_1_0_0.patch,7,8,0
Closure,115,closure115_1_0_0.patch,8,13,0
Closure,115,closure115_1_0_0.patch,9,9,0
Closure,115,closure115_1_0_0.patch,10,8,0
Closure,115,closure115_1_1_0.patch,1,10,0
Closure,115,closure115_1_1_0.patch,2,11,0
Closure,115,closure115_1_1_0.patch,3,10,0
Closure,115,closure115_1_1_0.patch,4,18,0
Closure,115,closure115_1_1_0.patch,5,11,0
Closure,115,closure115_1_1_0.patch,6,10,0
Closure,115,closure115_1_1_0.patch,7,8,0
Closure,115,closure115_1_1_0.patch,8,13,0
Closure,115,closure115_1_1_0.patch,9,9,0
Closure,115,closure115_1_1_0.patch,10,8,0
Closure,115,closure115_1_2_0.patch,1,10,0
Closure,115,closure115_1_2_0.patch,2,11,0
Closure,115,closure115_1_2_0.patch,3,10,0
Closure,115,closure115_1_2_0.patch,4,18,0
Closure,115,closure115_1_2_0.patch,5,11,0
Closure,115,closure115_1_2_0.patch,6,10,0
Closure,115,closure115_1_2_0.patch,7,8,0
Closure,115,closure115_1_2_0.patch,8,13,0
Closure,115,closure115_1_2_0.patch,9,9,0
Closure,115,closure115_1_2_0.patch,10,8,0
Closure,115,closure115_1_4_0.patch,1,10,0
Closure,115,closure115_1_4_0.patch,2,11,0
Closure,115,closure115_1_4_0.patch,3,10,0
Closure,115,closure115_1_4_0.patch,4,18,0
Closure,115,closure115_1_4_0.patch,5,11,0
Closure,115,closure115_1_4_0.patch,6,10,0
Closure,115,closure115_1_4_0.patch,7,8,0
Closure,115,closure115_1_4_0.patch,8,13,0
Closure,115,closure115_1_4_0.patch,9,9,0
Closure,115,closure115_1_4_0.patch,10,8,0
Closure,115,closure115_2_0_0.patch,1,10,0
Closure,115,closure115_2_0_0.patch,2,11,0
Closure,115,closure115_2_0_0.patch,3,10,0
Closure,115,closure115_2_0_0.patch,4,18,0
Closure,115,closure115_2_0_0.patch,5,11,0
Closure,115,closure115_2_0_0.patch,6,10,0
Closure,115,closure115_2_0_0.patch,7,8,0
Closure,115,closure115_2_0_0.patch,8,13,0
Closure,115,closure115_2_0_0.patch,9,9,0
Closure,115,closure115_2_0_0.patch,10,8,0
Closure,115,closure115_2_0_1.patch,1,10,0
Closure,115,closure115_2_0_1.patch,2,11,0
Closure,115,closure115_2_0_1.patch,3,10,0
Closure,115,closure115_2_0_1.patch,4,18,0
Closure,115,closure115_2_0_1.patch,5,11,0
Closure,115,closure115_2_0_1.patch,6,10,0
Closure,115,closure115_2_0_1.patch,7,8,0
Closure,115,closure115_2_0_1.patch,8,13,0
Closure,115,closure115_2_0_1.patch,9,9,0
Closure,115,closure115_2_0_1.patch,10,8,0
Closure,115,closure115_2_1_0.patch,1,10,0
Closure,115,closure115_2_1_0.patch,2,11,0
Closure,115,closure115_2_1_0.patch,3,10,0
Closure,115,closure115_2_1_0.patch,4,18,0
Closure,115,closure115_2_1_0.patch,5,11,0
Closure,115,closure115_2_1_0.patch,6,10,0
Closure,115,closure115_2_1_0.patch,7,8,0
Closure,115,closure115_2_1_0.patch,8,13,0
Closure,115,closure115_2_1_0.patch,9,9,0
Closure,115,closure115_2_1_0.patch,10,8,0
Closure,115,closure115_4_0_0.patch,1,10,0
Closure,115,closure115_4_0_0.patch,2,11,0
Closure,115,closure115_4_0_0.patch,3,10,0
Closure,115,closure115_4_0_0.patch,4,18,0
Closure,115,closure115_4_0_0.patch,5,11,0
Closure,115,closure115_4_0_0.patch,6,10,0
Closure,115,closure115_4_0_0.patch,7,8,0
Closure,115,closure115_4_0_0.patch,8,13,0
Closure,115,closure115_4_0_0.patch,9,9,0
Closure,115,closure115_4_0_0.patch,10,8,0
Closure,115,closure115_4_0_1.patch,1,10,0
Closure,115,closure115_4_0_1.patch,2,11,0
Closure,115,closure115_4_0_1.patch,3,10,0
Closure,115,closure115_4_0_1.patch,4,18,0
Closure,115,closure115_4_0_1.patch,5,11,0
Closure,115,closure115_4_0_1.patch,6,10,0
Closure,115,closure115_4_0_1.patch,7,8,0
Closure,115,closure115_4_0_1.patch,8,13,0
Closure,115,closure115_4_0_1.patch,9,9,0
Closure,115,closure115_4_0_1.patch,10,8,0
Closure,115,closure115_4_3_0.patch,1,10,0
Closure,115,closure115_4_3_0.patch,2,11,0
Closure,115,closure115_4_3_0.patch,3,10,0
Closure,115,closure115_4_3_0.patch,4,18,0
Closure,115,closure115_4_3_0.patch,5,11,0
Closure,115,closure115_4_3_0.patch,6,10,0
Closure,115,closure115_4_3_0.patch,7,8,0
Closure,115,closure115_4_3_0.patch,8,13,0
Closure,115,closure115_4_3_0.patch,9,9,0
Closure,115,closure115_4_3_0.patch,10,8,0
Closure,115,closure115_4_4_0.patch,1,10,0
Closure,115,closure115_4_4_0.patch,2,11,0
Closure,115,closure115_4_4_0.patch,3,10,0
Closure,115,closure115_4_4_0.patch,4,18,0
Closure,115,closure115_4_4_0.patch,5,11,0
Closure,115,closure115_4_4_0.patch,6,10,0
Closure,115,closure115_4_4_0.patch,7,8,0
Closure,115,closure115_4_4_0.patch,8,13,0
Closure,115,closure115_4_4_0.patch,9,9,0
Closure,115,closure115_4_4_0.patch,10,8,0
Closure,115,closure115_4_4_1.patch,1,10,0
Closure,115,closure115_4_4_1.patch,2,11,0
Closure,115,closure115_4_4_1.patch,3,10,0
Closure,115,closure115_4_4_1.patch,4,18,0
Closure,115,closure115_4_4_1.patch,5,11,0
Closure,115,closure115_4_4_1.patch,6,10,0
Closure,115,closure115_4_4_1.patch,7,8,0
Closure,115,closure115_4_4_1.patch,8,13,0
Closure,115,closure115_4_4_1.patch,9,9,0
Closure,115,closure115_4_4_1.patch,10,8,0
Closure,115,closure115_5_0_0.patch,1,10,0
Closure,115,closure115_5_0_0.patch,2,11,0
Closure,115,closure115_5_0_0.patch,3,10,0
Closure,115,closure115_5_0_0.patch,4,18,0
Closure,115,closure115_5_0_0.patch,5,11,0
