Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,1,10,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,2,11,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,3,10,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,4,18,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,5,11,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,6,10,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,7,8,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,8,13,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,9,9,0
Closure,115,closure115_1_1_seed18_ExpressionReplace_267.patch,10,8,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,1,10,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,2,11,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,3,10,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,4,18,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,5,11,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,6,10,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,7,8,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,8,13,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,9,9,0
Closure,115,closure115_2_3_seed18_ExpressionReplace_267.patch,10,8,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,1,10,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,2,11,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,3,10,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,4,18,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,5,11,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,6,10,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,7,8,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,8,13,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,9,9,0
Closure,115,closure115_4_0_seed18_ExpressionReplace_267.patch,10,8,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,1,10,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,2,11,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,3,10,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,4,18,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,5,11,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,6,10,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,7,8,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,8,13,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,9,9,0
Closure,115,closure115_4_2_seed18_ExpressionReplace_267.patch,10,8,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,1,10,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,2,11,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,3,10,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,4,18,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,5,11,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,6,10,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,7,8,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,8,13,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,9,9,0
Closure,115,closure115_4_2_seed1_ExpressionReplace_270.patch,10,8,0
Closure,115,closure115_4_2_seed2_ExpressionAdd_268.patch,1,10,0
Closure,115,closure115_4_2_seed2_ExpressionAdd_268.patch,2,11,0
